"Step","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed3407_merge - eval/avg episode reward","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed3407_merge - eval/avg episode reward__MIN","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed3407_merge - eval/avg episode reward__MAX","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed42_merge - eval/avg episode reward","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed42_merge - eval/avg episode reward__MIN","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed42_merge - eval/avg episode reward__MAX","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed0_merge - eval/avg episode reward","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed0_merge - eval/avg episode reward__MIN","2025-05-01_14-00-20_walker2d-medium-v2_ppo_shortcut_mlp_td4_td4_seed0_merge - eval/avg episode reward__MAX","2025-04-29_20-43-19_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_seed3407 - eval/avg episode reward","2025-04-29_20-43-19_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_seed3407 - eval/avg episode reward__MIN","2025-04-29_20-43-19_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_seed3407 - eval/avg episode reward__MAX","2025-04-29_20-43-13_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_seed0 - eval/avg episode reward","2025-04-29_20-43-13_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_seed0 - eval/avg episode reward__MIN","2025-04-29_20-43-13_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_seed0 - eval/avg episode reward__MAX","2025-04-28_22-04-39_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-04-28_22-04-39_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-04-28_22-04-39_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-04-28_22-04-31_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-04-28_22-04-31_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-04-28_22-04-31_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-04-28_22-04-18_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-04-28_22-04-18_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-04-28_22-04-18_walker2d-medium-v2_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","2025-04-16_20-03-21_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_mlp_ta4_td20_tdf4_seed42 - eval/avg episode reward","2025-04-16_20-03-21_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_mlp_ta4_td20_tdf4_seed42 - eval/avg episode reward__MIN","2025-04-16_20-03-21_walker2d-medium-v2_ppo_diffusion_DDIM_4steps_mlp_ta4_td20_tdf4_seed42 - eval/avg episode reward__MAX","2025-03-29_21-28-47_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval","2025-03-29_21-28-47_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MIN","2025-03-29_21-28-47_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MAX","11-20-23_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval","11-20-23_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MIN","11-20-23_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MAX","11-19-45_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval","11-19-45_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MIN","11-19-45_walker2d-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MAX"
"941","4059.0143665425057","4059.0143665425057","4059.0143665425057","4441.505835604371","4441.505835604371","4441.505835604371","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"950","","","","","","","4347.7964778478035","4347.7964778478035","4347.7964778478035","3512.7597511340873","3512.7597511340873","3512.7597511340873","3572.75727883767","3572.75727883767","3572.75727883767","4328.412720230827","4328.412720230827","4328.412720230827","4057.819201218321","4057.819201218321","4057.819201218321","4128.409894166721","4128.409894166721","4128.409894166721","3551.8929738831566","3551.8929738831566","3551.8929738831566","3771.8653622625716","3771.8653622625716","3771.8653622625716","3810.634439216696","3810.634439216696","3810.634439216696","3959.7092899008944","3959.7092899008944","3959.7092899008944"
"951","4069.091990382875","4069.091990382875","4069.091990382875","4409.204861150649","4409.204861150649","4409.204861150649","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"960","","","","","","","4379.727681223111","4379.727681223111","4379.727681223111","3225.247141972943","3225.247141972943","3225.247141972943","3491.9668203911674","3491.9668203911674","3491.9668203911674","4368.780831329475","4368.780831329475","4368.780831329475","4088.5729819378735","4088.5729819378735","4088.5729819378735","4115.4221146178015","4115.4221146178015","4115.4221146178015","3603.903043944346","3603.903043944346","3603.903043944346","3751.067802230203","3751.067802230203","3751.067802230203","3804.6012445946644","3804.6012445946644","3804.6012445946644","3886.9244050433203","3886.9244050433203","3886.9244050433203"
"961","4092.1740480752414","4092.1740480752414","4092.1740480752414","4433.50941862634","4433.50941862634","4433.50941862634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"970","","","","","","","4510.268236364881","4510.268236364881","4510.268236364881","3475.0861649013877","3475.0861649013877","3475.0861649013877","3354.0645279943815","3354.0645279943815","3354.0645279943815","4310.346898339761","4310.346898339761","4310.346898339761","4002.4525134968817","4002.4525134968817","4002.4525134968817","4106.09810560353","4106.09810560353","4106.09810560353","3471.261013159083","3471.261013159083","3471.261013159083","3670.198502027376","3670.198502027376","3670.198502027376","3786.098401672522","3786.098401672522","3786.098401672522","3788.9746191187937","3788.9746191187937","3788.9746191187937"
"971","4071.0786112548813","4071.0786112548813","4071.0786112548813","4404.196756363657","4404.196756363657","4404.196756363657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"980","","","","","","","4499.434938202348","4499.434938202348","4499.434938202348","3698.7822064532616","3698.7822064532616","3698.7822064532616","3613.076769222708","3613.076769222708","3613.076769222708","4382.491756844085","4382.491756844085","4382.491756844085","4025.0413595850164","4025.0413595850164","4025.0413595850164","4127.784574193209","4127.784574193209","4127.784574193209","3731.803394920928","3731.803394920928","3731.803394920928","3854.0702409112446","3854.0702409112446","3854.0702409112446","3842.7246721234214","3842.7246721234214","3842.7246721234214","3906.194942569645","3906.194942569645","3906.194942569645"
"981","4093.171818970803","4093.171818970803","4093.171818970803","4398.923925340272","4398.923925340272","4398.923925340272","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"990","","","","","","","4450.871415406238","4450.871415406238","4450.871415406238","3324.1319561534265","3324.1319561534265","3324.1319561534265","3605.1010471764325","3605.1010471764325","3605.1010471764325","4373.210165531675","4373.210165531675","4373.210165531675","4035.6545145361606","4035.6545145361606","4035.6545145361606","4184.33355051312","4184.33355051312","4184.33355051312","3843.1366308290135","3843.1366308290135","3843.1366308290135","3838.6868732811104","3838.6868732811104","3838.6868732811104","3832.686730081756","3832.686730081756","3832.686730081756","3856.5226023725068","3856.5226023725068","3856.5226023725068"
"991","4020.6331862564525","4020.6331862564525","4020.6331862564525","4449.725529355106","4449.725529355106","4449.725529355106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1000","","","","","","","4519.719055366392","4519.719055366392","4519.719055366392","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1001","4037.0368425337665","4037.0368425337665","4037.0368425337665","4392.594774188779","4392.594774188779","4392.594774188779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1010","","","","","","","4467.350644989722","4467.350644989722","4467.350644989722","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1011","4111.564898479733","4111.564898479733","4111.564898479733","4404.922505834074","4404.922505834074","4404.922505834074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1021","4103.398409745272","4103.398409745272","4103.398409745272","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1031","4012.5215434936094","4012.5215434936094","4012.5215434936094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1041","4155.055838036853","4155.055838036853","4155.055838036853","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1051","4080.990327242903","4080.990327242903","4080.990327242903","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
